value;normdata_id;normdata_category;provider;docCount
"Wissenschaftler";"4066567-7";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"3"
"Witebsk";"";"";"Haus des Dokumentarfilms";"1"
"Wittenweier";"";"";"Haus des Dokumentarfilms";"1"
"Wittislingen";"";"";"Haus des Dokumentarfilms";"2"
"Wittrisch, Marcel";"";"";"Haus des Dokumentarfilms";"1"
"Wittwer, Matthias";"";"";"Haus des Dokumentarfilms";"1"
"Witwe";"4066678-5";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"3"
"Witwer";"4066679-7";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"4"
"Witzeerzählen";"";"";"Technische Informationsbibliothek (TIB)";"1"
"Witzenmann, Walter";"";"";"Haus des Dokumentarfilms";"1"
"Wochenende";"4133870-4";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Wochenmarkt";"";"";"Haus des Dokumentarfilms";"3"
"Wochenschau";"";"";"Haus des Dokumentarfilms";"8"
"Wochenschau (ungeschnitten)";"";"";"Haus des Dokumentarfilms";"1"
"Wohnanlage";"";"";"Haus des Dokumentarfilms";"1"
"Wohnbaugesellschaft";"";"";"Haus des Dokumentarfilms";"1"
"Wohnen";"";"";"Haus des Dokumentarfilms";"22"
"Wohngebiet";"";"";"Haus des Dokumentarfilms";"4"
"Wohngemeinschaft";"4066757-1";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Wohnmobil";"";"";"Haus des Dokumentarfilms";"2"
"Wohnproblem";"";"";"Haus des Dokumentarfilms";"1"
"Wohnsiedlung";"";"";"Haus des Dokumentarfilms";"4"
"Wohnung";"";"";"Haus des Dokumentarfilms";"2"
"Wohnungsbau";"";"";"Haus des Dokumentarfilms";"23"
"Wohnungsbedarf";"";"";"Haus des Dokumentarfilms";"1"
"Wohnungsnot";"4226622-1";"avefi:GNDResource";"Haus des Dokumentarfilms, Deutsche Kinemathek - Museum für Film und Fernsehen";"4"
"Wohnzimmer";"";"";"Haus des Dokumentarfilms";"1"
"Wolf";"4190195-2";"avefi:GNDResource";"Haus des Dokumentarfilms, Deutsche Kinemathek - Museum für Film und Fernsehen";"2"
"Wolf Hirth GmbH";"";"";"Haus des Dokumentarfilms";"2"
"Wolf Hirth Nabern";"";"";"Haus des Dokumentarfilms";"1"
"Wolf, Reinhart";"";"";"Haus des Dokumentarfilms";"1"
"Wolfach";"";"";"Haus des Dokumentarfilms";"7"
"Wolfachtal";"";"";"Haus des Dokumentarfilms";"1"
"Wolfgangsee";"";"";"Haus des Dokumentarfilms, Deutsche Kinemathek - Museum für Film und Fernsehen";"5"
"Wolfsburg";"";"";"Haus des Dokumentarfilms, Deutsche Kinemathek - Museum für Film und Fernsehen";"2"
"Wolke";"";"";"Haus des Dokumentarfilms";"1"
"Wolkenstein";"";"";"Haus des Dokumentarfilms";"1"
"Wolle";"";"";"Haus des Dokumentarfilms";"2"
"Wolleh, Lothar";"";"";"Haus des Dokumentarfilms";"1"
"Wollmatinger Ried";"";"";"Haus des Dokumentarfilms";"1"
"Woltmershausen";"";"";"Haus des Dokumentarfilms";"1"
"Woragutngau";"";"";"Technische Informationsbibliothek (TIB)";"1"
"World Trade Center";"";"";"Haus des Dokumentarfilms";"1"
"Worms";"";"";"Haus des Dokumentarfilms, Deutsche Kinemathek - Museum für Film und Fernsehen";"4"
"Wundbehandlung";"";"";"Haus des Dokumentarfilms, Technische Informationsbibliothek (TIB)";"3"
"Wunschgebet";"";"";"Technische Informationsbibliothek (TIB)";"4"
"Wunsiedel";"";"";"Haus des Dokumentarfilms";"1"
"Wuppertal";"";"";"Haus des Dokumentarfilms";"3"
"Wuppertaler Schwebebahn";"";"";"Haus des Dokumentarfilms";"1"
"Wurmlingen";"";"";"Haus des Dokumentarfilms";"1"
"Wurmlinger Kapelle";"";"";"Haus des Dokumentarfilms";"8"
"Wurster, Fritz";"";"";"Haus des Dokumentarfilms";"1"
"Wurzeln, Knollen";"";"";"Technische Informationsbibliothek (TIB)";"2"
"Wutach";"";"";"Haus des Dokumentarfilms";"1"
"Wutachtal";"";"";"Haus des Dokumentarfilms";"1"
"Wärme";"";"";"Haus des Dokumentarfilms";"2"
"Wärmeversorgung";"";"";"Technische Informationsbibliothek (TIB)";"1"
"Wäsche";"";"";"Haus des Dokumentarfilms";"1"
"Wäscherei";"";"";"Haus des Dokumentarfilms";"5"
"Wäscherin";"4625699-4";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Wäschewaschen";"";"";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Wöhrle,Friedhelm";"";"";"Haus des Dokumentarfilms";"1"
"Wörther See";"";"";"Haus des Dokumentarfilms";"1"
"Wörthersee";"";"";"Haus des Dokumentarfilms";"3"
"Wörwag Lack- und Farbenfabrik";"";"";"Haus des Dokumentarfilms";"2"
"Würdenträger";"";"";"Technische Informationsbibliothek (TIB)";"1"
"Würm";"";"";"Haus des Dokumentarfilms";"5"
"Würmer";"";"";"Technische Informationsbibliothek (TIB)";"1"
"Würmersammeln";"";"";"Technische Informationsbibliothek (TIB)";"1"
"Würtingen";"";"";"Haus des Dokumentarfilms";"1"
"Württemberg";"";"";"Haus des Dokumentarfilms";"51"
"Württembergische Schmalspurlokomotive";"";"";"Haus des Dokumentarfilms";"1"
"Würzburg";"";"";"Haus des Dokumentarfilms";"9"
"Wüste";"";"";"Haus des Dokumentarfilms";"7"
"Wüstenrot";"";"";"Haus des Dokumentarfilms";"1"
"Wüstenrot Bausparkasse AG";"";"";"Haus des Dokumentarfilms";"6"
"Xenophobie";"";"";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Xylophon";"";"";"Technische Informationsbibliothek (TIB)";"2"
"Yangendambui";"";"";"Technische Informationsbibliothek (TIB)";"1"
"Yanomami";"";"";"Technische Informationsbibliothek (TIB)";"11"
"Yawanganamak";"";"";"Technische Informationsbibliothek (TIB)";"1"
"Yellowface";"";"";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Yorkshire";"";"";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Yosemite Park";"";"";"Haus des Dokumentarfilms";"1"
"Yucatan";"";"";"Haus des Dokumentarfilms";"1"
"Yugoslawien";"";"";"Haus des Dokumentarfilms";"1"
"Yumanwusmangge";"";"";"Technische Informationsbibliothek (TIB)";"2"
"Yópo";"";"";"Technische Informationsbibliothek (TIB)";"1"
"Zabergäu";"";"";"Haus des Dokumentarfilms";"1"
"Zabergäubahn";"";"";"Haus des Dokumentarfilms";"1"
"Zagreb";"4108914-5";"avefi:GNDResource";"Haus des Dokumentarfilms, Deutsche Kinemathek - Museum für Film und Fernsehen";"2"
"Zahn";"";"";"Haus des Dokumentarfilms";"2"
"Zahnradbahn";"";"";"Haus des Dokumentarfilms";"6"
"Zaire";"";"";"Haus des Dokumentarfilms";"1"
"Zamosc";"";"";"Haus des Dokumentarfilms";"2"
"Zandvoort";"";"";"Haus des Dokumentarfilms";"2"
"Zar";"";"";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Zauberarzt";"";"";"Technische Informationsbibliothek (TIB)";"1"
"Zauberer";"";"";"Haus des Dokumentarfilms, Deutsche Kinemathek - Museum für Film und Fernsehen";"3"
"Zauberhandlung";"";"";"Technische Informationsbibliothek (TIB)";"4"
"Zaubermedizin";"";"";"Technische Informationsbibliothek (TIB)";"1"
"Zaun";"";"";"Technische Informationsbibliothek (TIB)";"4"
"Zavelstein";"";"";"Haus des Dokumentarfilms";"4"
"Zedong, Mao";"118577425";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Zeebrügge";"";"";"Haus des Dokumentarfilms";"1"
"Zehner Jahre";"";"";"Haus des Dokumentarfilms";"1"
"Zehntscheuer";"";"";"Haus des Dokumentarfilms";"1"
"Zeichnen";"";"";"Technische Informationsbibliothek (TIB)";"2"
"Zeit";"4190679-2";"avefi:GNDResource";"Haus des Dokumentarfilms, Deutsche Kinemathek - Museum für Film und Fernsehen";"4"
"Zeitdokument";"";"";"Haus des Dokumentarfilms";"20"
"Zeiteinteilung";"";"";"Haus des Dokumentarfilms";"1"
"Zeitgefühl";"";"";"Haus des Dokumentarfilms";"1"
"Zeitreise";"4190617-2";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Zeitung";"4067510-5";"avefi:GNDResource";"Haus des Dokumentarfilms, Deutsche Kinemathek - Museum für Film und Fernsehen";"6"
"Zeitzeuge";"4634406-8";"avefi:GNDResource";"Haus des Dokumentarfilms, Deutsche Kinemathek - Museum für Film und Fernsehen";"5"
"Zell am Harmersbach";"";"";"Haus des Dokumentarfilms";"1"
"Zell am See";"";"";"Haus des Dokumentarfilms, Deutsche Kinemathek - Museum für Film und Fernsehen";"3"
"Zell im Wiesental";"";"";"Haus des Dokumentarfilms";"6"
"Zelt";"";"";"Haus des Dokumentarfilms";"7"
"Zelten";"";"";"Haus des Dokumentarfilms";"2"
"Zeltlager";"";"";"Haus des Dokumentarfilms";"9"
"Zeltplatz";"";"";"Haus des Dokumentarfilms";"4"
"Zeltweg";"";"";"Haus des Dokumentarfilms";"2"
"Zenica";"";"";"Haus des Dokumentarfilms";"1"
"Zensur";"";"";"Haus des Dokumentarfilms";"1"
"Zensurentscheid";"";"";"Haus des Dokumentarfilms";"1"
"Zeppelin";"";"";"Haus des Dokumentarfilms";"16"
"Zeremonie";"";"";"Haus des Dokumentarfilms";"2"
"Zermatt";"";"";"Haus des Dokumentarfilms";"2"
"Zerstörung";"";"";"Haus des Dokumentarfilms";"41"
"Ziege";"";"";"Haus des Dokumentarfilms";"1"
"Ziegelei";"";"";"Haus des Dokumentarfilms";"2"
"Ziegelstein";"";"";"Haus des Dokumentarfilms";"1"
"Ziegenopfer";"";"";"Technische Informationsbibliothek (TIB)";"3"
"Ziegler, Richard";"";"";"Haus des Dokumentarfilms";"1"
"Ziernarben";"";"";"Technische Informationsbibliothek (TIB)";"1"
"Ziertheim";"";"";"Haus des Dokumentarfilms";"2"
"Zigarette";"";"";"Haus des Dokumentarfilms";"1"
"Zigeuner";"";"";"Haus des Dokumentarfilms";"1"
"Zillergrund";"";"";"Haus des Dokumentarfilms";"1"
"Zillertal";"";"";"Haus des Dokumentarfilms";"3"
"Zimbel";"";"";"Technische Informationsbibliothek (TIB)";"1"
"Zimmermann";"";"";"Haus des Dokumentarfilms";"1"
"Zionismus";"";"";"Haus des Dokumentarfilms";"2"
"Zirkus";"4067878-7";"avefi:GNDResource";"Haus des Dokumentarfilms, Deutsche Kinemathek - Museum für Film und Fernsehen";"6"
"Zirkuszelt";"";"";"Haus des Dokumentarfilms";"1"
"Zitadelle";"4139778-2";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Zither";"";"";"Technische Informationsbibliothek (TIB)";"2"
"Zivildienst";"";"";"Haus des Dokumentarfilms";"1"
"Zivilisation";"";"";"Haus des Dokumentarfilms";"1"
"Zivilisten";"";"";"Haus des Dokumentarfilms";"1"
"Znojmo";"";"";"Haus des Dokumentarfilms";"1"
"Zoll";"";"";"Haus des Dokumentarfilms";"4"
"Zollabfertigung";"";"";"Haus des Dokumentarfilms";"1"
"Zollamt";"";"";"Haus des Dokumentarfilms";"1"
"Zollbeamter";"";"";"Haus des Dokumentarfilms";"2"
"Zollernalb";"";"";"Haus des Dokumentarfilms";"3"
"Zollernalbkreis";"";"";"Haus des Dokumentarfilms";"5"
"Zoo";"";"";"Haus des Dokumentarfilms";"39"
"Zoo Berlin";"";"";"Haus des Dokumentarfilms";"1"
"Zoologischer Garten";"";"";"Haus des Dokumentarfilms";"27"
"Zubereitung";"";"";"Haus des Dokumentarfilms";"1"
"Zucht";"";"";"Haus des Dokumentarfilms";"2"
"Zug";"";"";"Haus des Dokumentarfilms";"12"
"Zugfahrt";"";"";"Haus des Dokumentarfilms";"11"
"Zuggeschirr";"";"";"Haus des Dokumentarfilms";"1"
"Zugspitze";"";"";"Haus des Dokumentarfilms";"7"
"Zuhälter";"4385241-5";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"2"
"Zukunft";"4068097-6";"avefi:GNDResource";"Haus des Dokumentarfilms, Deutsche Kinemathek - Museum für Film und Fernsehen";"9"
"Zusammensetzung";"";"";"Haus des Dokumentarfilms";"1"
"Zwangsarbeiter";"";"";"Haus des Dokumentarfilms";"4"
"Zwangsprostitution";"4767139-7";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Zwanziger Jahre";"";"";"Haus des Dokumentarfilms";"2"
"Zwanzigstes Jahrhundert";"";"";"Haus des Dokumentarfilms";"3"
"Zweckehe";"";"";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Zweiter Burenkrieg <1899-1902>";"4147009-6";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Zweiter Tschetschenienkrieg <1999-2009>";"4632776-9";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Zweiter Weltkrieg";"";"";"Haus des Dokumentarfilms";"180"
"Zwiefalten";"";"";"Haus des Dokumentarfilms";"6"
"Zwilling";"4068271-7";"avefi:GNDResource";"Haus des Dokumentarfilms, Deutsche Kinemathek - Museum für Film und Fernsehen";"3"
"Zwinger";"";"";"Haus des Dokumentarfilms";"1"
"Zwischenmenschliche Beziehung";"";"";"Haus des Dokumentarfilms";"9"
"Zwolle";"";"";"Haus des Dokumentarfilms";"1"
"Zylinder";"";"";"Haus des Dokumentarfilms";"1"
"Zypern";"";"";"Haus des Dokumentarfilms";"1"
"Zählen";"";"";"Technische Informationsbibliothek (TIB)";"1"
"Zöllner";"";"";"Haus des Dokumentarfilms";"1"
"Zöschingen";"";"";"Haus des Dokumentarfilms";"2"
"Zürich";"";"";"Haus des Dokumentarfilms";"7"
"abacus";"";"";"Technische Informationsbibliothek (TIB)";"1"
"accessories";"";"";"Technische Informationsbibliothek (TIB)";"18"
"acrobatics";"";"";"Technische Informationsbibliothek (TIB)";"1"
"active game";"";"";"Technische Informationsbibliothek (TIB)";"1"
"adhesive, adhesion";"";"";"Technische Informationsbibliothek (TIB)";"2"
"agave";"";"";"Technische Informationsbibliothek (TIB)";"1"
"agave fibers";"";"";"Technische Informationsbibliothek (TIB)";"1"
"agricultural devices";"";"";"Technische Informationsbibliothek (TIB)";"3"
"agricultural equipment";"";"";"Technische Informationsbibliothek (TIB)";"3"
"agriculture";"";"";"Technische Informationsbibliothek (TIB)";"2"
"agriculture (ethnology)";"";"";"Technische Informationsbibliothek (TIB)";"8"
"agriculture / Venezuela";"";"";"Technische Informationsbibliothek (TIB)";"1"
"agriculture / agricultural implement";"";"";"Technische Informationsbibliothek (TIB)";"1"
"agriculture / manioc";"";"";"Technische Informationsbibliothek (TIB)";"1"
"al-Raschid, Harun";"";"";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"alcohol";"";"";"Technische Informationsbibliothek (TIB)";"3"
"alcoholism and drugs";"";"";"Technische Informationsbibliothek (TIB)";"6"
"alleinerziehend";"";"";"Deutsche Kinemathek - Museum für Film und Fernsehen";"4"
"altar";"";"";"Technische Informationsbibliothek (TIB)";"5"
"alterations of the body";"";"";"Technische Informationsbibliothek (TIB)";"4"
"ananas";"";"";"Technische Informationsbibliothek (TIB)";"1"
"ancestor worship";"";"";"Technische Informationsbibliothek (TIB)";"7"
"ancestors";"";"";"Technische Informationsbibliothek (TIB)";"1"
"animal by-products";"";"";"Technische Informationsbibliothek (TIB)";"2"
"animal dance";"";"";"Technische Informationsbibliothek (TIB)";"2"
"animal husbandry";"";"";"Technische Informationsbibliothek (TIB)";"4"
"animal sacrifice";"";"";"Technische Informationsbibliothek (TIB)";"5"
"anlaßbezogene Tänze";"";"";"Technische Informationsbibliothek (TIB)";"18"
"annex buildings";"";"";"Technische Informationsbibliothek (TIB)";"1"
"ants";"";"";"Technische Informationsbibliothek (TIB)";"1"
"appearance of female ancestors";"";"";"Technische Informationsbibliothek (TIB)";"1"
"appearance of forest spirits";"";"";"Technische Informationsbibliothek (TIB)";"1"
"archery";"";"";"Technische Informationsbibliothek (TIB)";"1"
"areca nut";"";"";"Technische Informationsbibliothek (TIB)";"1"
"areca palm";"";"";"Technische Informationsbibliothek (TIB)";"1"
"arrangierte Ehe";"4013660-7";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"2"
"arrow";"";"";"Technische Informationsbibliothek (TIB)";"3"
"arrow poison";"";"";"Technische Informationsbibliothek (TIB)";"2"
"arrowhead";"";"";"Technische Informationsbibliothek (TIB)";"1"
"art";"";"";"Technische Informationsbibliothek (TIB)";"18"
"arts (ethnology)";"";"";"Technische Informationsbibliothek (TIB)";"60"
"astronomer";"";"";"Technische Informationsbibliothek (TIB)";"1"
"astronomy";"";"";"Technische Informationsbibliothek (TIB)";"2"
"attaching the skin to a drum";"";"";"Technische Informationsbibliothek (TIB)";"1"
"ausflug";"";"";"Haus des Dokumentarfilms";"1"
"ausländischer Film";"";"";"Haus des Dokumentarfilms";"5"
"baby care";"";"";"Technische Informationsbibliothek (TIB)";"1"
"baking";"";"";"Technische Informationsbibliothek (TIB)";"3"
"baking /  bake plate";"";"";"Technische Informationsbibliothek (TIB)";"1"
"baking / baking-dish";"";"";"Technische Informationsbibliothek (TIB)";"1"
"baking flat cakes";"";"";"Technische Informationsbibliothek (TIB)";"1"
"balance game";"";"";"Technische Informationsbibliothek (TIB)";"1"
"bamboo";"";"";"Technische Informationsbibliothek (TIB)";"2"
"bamboo clarinet";"";"";"Technische Informationsbibliothek (TIB)";"2"
"bamboo flute";"";"";"Technische Informationsbibliothek (TIB)";"3"
"bamboo oracle sticks";"";"";"Technische Informationsbibliothek (TIB)";"1"
"banana";"";"";"Technische Informationsbibliothek (TIB)";"1"
"baobab";"";"";"Technische Informationsbibliothek (TIB)";"2"
"bartering";"";"";"Technische Informationsbibliothek (TIB)";"1"
"bartering market";"";"";"Technische Informationsbibliothek (TIB)";"1"
"basket-weaving";"";"";"Technische Informationsbibliothek (TIB)";"1"
"basketry";"";"";"Technische Informationsbibliothek (TIB)";"1"
"bast";"";"";"Technische Informationsbibliothek (TIB)";"1"
"bathing";"";"";"Technische Informationsbibliothek (TIB)";"1"
"begging procession";"";"";"Technische Informationsbibliothek (TIB)";"2"
"belief";"";"";"Technische Informationsbibliothek (TIB)";"12"
"bell";"";"";"Technische Informationsbibliothek (TIB)";"2"
"benediction";"";"";"Technische Informationsbibliothek (TIB)";"2"
"betel / chewing betel";"";"";"Technische Informationsbibliothek (TIB)";"1"
"betel nut";"";"";"Technische Informationsbibliothek (TIB)";"1"
"betel nut tree";"";"";"Technische Informationsbibliothek (TIB)";"1"
"betel palm";"";"";"Technische Informationsbibliothek (TIB)";"1"
"beverages";"";"";"Technische Informationsbibliothek (TIB)";"2"
"biology";"";"";"Technische Informationsbibliothek (TIB)";"3"
"bird spider";"";"";"Technische Informationsbibliothek (TIB)";"1"
"birdeater";"";"";"Technische Informationsbibliothek (TIB)";"1"
"black hat dance";"";"";"Technische Informationsbibliothek (TIB)";"1"
"bleigei dance";"";"";"Technische Informationsbibliothek (TIB)";"1"
"blessing";"";"";"Technische Informationsbibliothek (TIB)";"4"
"blessing / palm";"";"";"Technische Informationsbibliothek (TIB)";"1"
"blessing canoes";"";"";"Technische Informationsbibliothek (TIB)";"1"
"blowgun";"";"";"Technische Informationsbibliothek (TIB)";"1"
"boats";"";"";"Technische Informationsbibliothek (TIB)";"7"
"body";"";"";"Technische Informationsbibliothek (TIB)";"7"
"body decoration";"";"";"Technische Informationsbibliothek (TIB)";"3"
"body deformation";"";"";"Technische Informationsbibliothek (TIB)";"4"
"body modification";"";"";"Technische Informationsbibliothek (TIB)";"1"
"body painting";"";"";"Technische Informationsbibliothek (TIB)";"3"
"bon religion";"";"";"Technische Informationsbibliothek (TIB)";"2"
"bone oracle";"";"";"Technische Informationsbibliothek (TIB)";"1"
"bone trumpet";"";"";"Technische Informationsbibliothek (TIB)";"1"
"botany";"";"";"Technische Informationsbibliothek (TIB)";"3"
"bow shooting";"";"";"Technische Informationsbibliothek (TIB)";"1"
"bowl";"";"";"Technische Informationsbibliothek (TIB)";"2"
"branding";"";"";"Technische Informationsbibliothek (TIB)";"1"
"breastfeeding";"";"";"Technische Informationsbibliothek (TIB)";"1"
"bridal crown";"";"";"Technische Informationsbibliothek (TIB)";"1"
"broom-maker";"";"";"Technische Informationsbibliothek (TIB)";"1"
"building trade";"";"";"Technische Informationsbibliothek (TIB)";"9"
"buildings";"";"";"Technische Informationsbibliothek (TIB)";"9"
"bull-roarer";"";"";"Technische Informationsbibliothek (TIB)";"1"
"burial";"";"";"Technische Informationsbibliothek (TIB)";"9"
"burn scars";"";"";"Technische Informationsbibliothek (TIB)";"1"
"burning patterns into the skin";"";"";"Technische Informationsbibliothek (TIB)";"1"
"butter figures";"";"";"Technische Informationsbibliothek (TIB)";"2"
"calabash";"";"";"Technische Informationsbibliothek (TIB)";"1"
"calendar";"";"";"Technische Informationsbibliothek (TIB)";"1"
"calendrical calculations";"";"";"Technische Informationsbibliothek (TIB)";"1"
"candle making";"";"";"Technische Informationsbibliothek (TIB)";"1"
"canoe";"";"";"Technische Informationsbibliothek (TIB)";"4"
"capsicum";"";"";"Technische Informationsbibliothek (TIB)";"1"
"capture of bird spiders";"";"";"Technische Informationsbibliothek (TIB)";"1"
"carving";"";"";"Technische Informationsbibliothek (TIB)";"4"
"catching / fishes";"";"";"Technische Informationsbibliothek (TIB)";"1"
"chicken sacrifice";"";"";"Technische Informationsbibliothek (TIB)";"1"
"child care";"";"";"Technische Informationsbibliothek (TIB)";"1"
"child custom";"";"";"Technische Informationsbibliothek (TIB)";"1"
"child education";"";"";"Technische Informationsbibliothek (TIB)";"1"
"children's game";"";"";"Technische Informationsbibliothek (TIB)";"3"
"children's procession";"";"";"Technische Informationsbibliothek (TIB)";"1"
"chorten";"";"";"Technische Informationsbibliothek (TIB)";"3"
"church customs and festivals";"";"";"Technische Informationsbibliothek (TIB)";"12"
"church festivals";"";"";"Technische Informationsbibliothek (TIB)";"12"
"church organisations";"";"";"Technische Informationsbibliothek (TIB)";"12"
"circling";"";"";"Technische Informationsbibliothek (TIB)";"1"
"clan ceremony";"";"";"Technische Informationsbibliothek (TIB)";"1"
"clapboards";"";"";"Technische Informationsbibliothek (TIB)";"1"
"clarinet";"";"";"Technische Informationsbibliothek (TIB)";"2"
"clay preparation";"";"";"Technische Informationsbibliothek (TIB)";"2"
"cleansing ceremony";"";"";"Technische Informationsbibliothek (TIB)";"1"
"climbing";"";"";"Technische Informationsbibliothek (TIB)";"2"
"climbing cord";"";"";"Technische Informationsbibliothek (TIB)";"1"
"climbing implement";"";"";"Technische Informationsbibliothek (TIB)";"1"
"cloth ornamentation";"";"";"Technische Informationsbibliothek (TIB)";"1"
"clothing";"";"";"Technische Informationsbibliothek (TIB)";"19"
"clubs and societies";"";"";"Technische Informationsbibliothek (TIB)";"2"
"collecting ants";"";"";"Technische Informationsbibliothek (TIB)";"1"
"collecting grubs";"";"";"Technische Informationsbibliothek (TIB)";"1"
"collecting larvas";"";"";"Technische Informationsbibliothek (TIB)";"1"
